,borough,x,y,latitude,longitude
3425,Bexley,544374.0,172750.3,51.435362,0.075648
3426,Bexley,544359.8,172766.4,51.43551,0.075451
3427,Bexley,544324.6,172804.5,51.435862,0.07496
3428,Bexley,544327.4,172807.6,51.435889,0.075002
3429,Bexley,544388.1,172872.0,51.436452,0.075901
3430,Bexley,544429.3,172918.3,51.436858,0.076512
3431,Bexley,544431.5,172920.8,51.436879,0.076545
3432,Bexley,544458.7,172906.2,51.436741,0.07693
3433,Bexley,544469.1,172900.6,51.436688,0.077077
3434,Bexley,544485.1,172894.6,51.43663,0.077305
3435,Bexley,544521.5,172875.3,51.436448,0.07782
3436,Bexley,544531.2,172893.4,51.436608,0.077967
3437,Bexley,544542.6,172914.2,51.436792,0.078139
3438,Bexley,544554.1,172938.5,51.437007,0.078314
3439,Bexley,544562.1,172952.4,51.43713,0.078435
3440,Bexley,544566.5,172959.4,51.437192,0.078501
3441,Bexley,544578.6,172985.0,51.437419,0.078686
3442,Bexley,544588.1,173011.0,51.43765,0.078833
3443,Bexley,544592.6,173027.4,51.437796,0.078904
3444,Bexley,544601.2,173047.8,51.437977,0.079036
3445,Bexley,544598.8,173050.1,51.437999,0.079003
3446,Bexley,544587.9,173061.0,51.438099,0.07885
3447,Bexley,544583.6,173064.7,51.438134,0.07879
3448,Bexley,544585.3,173066.6,51.43815,0.078815
3449,Bexley,544602.0,173086.1,51.438321,0.079063
3450,Bexley,544607.5,173096.7,51.438415,0.079147
3451,Bexley,544614.7,173103.9,51.438478,0.079253
3452,Bexley,544628.5,173123.7,51.438652,0.07946
3453,Bexley,544636.7,173134.5,51.438747,0.079582
3454,Bexley,544629.8,173148.6,51.438876,0.079488
3455,Bexley,544637.9,173152.3,51.438907,0.079606
3456,Bexley,544644.5,173156.9,51.438947,0.079703
3457,Bexley,544648.6,173160.9,51.438982,0.079764
3458,Bexley,544649.6,173161.8,51.438989,0.079779
3459,Bexley,544651.8,173165.3,51.43902,0.079812
3460,Bexley,544666.3,173188.0,51.439221,0.080029
3461,Bexley,544659.8,173192.3,51.439261,0.079938
3462,Bexley,544660.2,173193.5,51.439272,0.079944
3463,Bexley,544661.2,173196.1,51.439295,0.079959
3464,Bexley,544670.8,173212.9,51.439443,0.080104
3465,Bexley,544676.9,173223.5,51.439537,0.080196
3466,Bexley,544672.4,173226.9,51.439569,0.080133
3467,Bexley,544665.3,173231.6,51.439613,0.080033
3468,Bexley,544666.2,173233.0,51.439625,0.080046
3469,Bexley,544682.7,173255.7,51.439825,0.080293
3470,Bexley,544695.7,173273.1,51.439978,0.080487
3471,Bexley,544689.8,173277.6,51.44002,0.080404
3472,Bexley,544690.6,173278.8,51.44003,0.080416
3473,Bexley,544719.7,173321.4,51.440406,0.080852
3474,Bexley,544753.4,173298.2,51.440189,0.081327
3475,Bexley,544775.8,173282.3,51.44004,0.081642
3476,Bexley,544786.0,173273.9,51.439962,0.081785
3477,Bexley,544789.2,173278.0,51.439998,0.081833
3478,Bexley,544838.9,173342.0,51.44056,0.082574
3479,Bexley,544853.4,173360.8,51.440725,0.08279
3480,Bexley,544863.5,173376.5,51.440864,0.082942
3481,Bexley,544883.4,173403.0,51.441097,0.083239
3482,Bexley,544945.9,173482.6,51.441796,0.08417
3483,Bexley,544962.3,173506.9,51.44201,0.084416
3484,Bexley,544877.5,173575.3,51.442647,0.083224
3485,Bexley,544855.5,173589.3,51.442778,0.082914
3486,Bexley,544849.2,173596.1,51.442841,0.082826
3487,Bexley,544856.3,173606.0,51.442928,0.082932
3488,Bexley,544867.4,173621.4,51.443064,0.083098
3489,Bexley,544858.4,173632.3,51.443164,0.082973
3490,Bexley,544856.3,173634.9,51.443188,0.082944
3491,Bexley,544846.7,173645.8,51.443288,0.08281
3492,Bexley,544861.7,173661.7,51.443427,0.083032
3493,Bexley,544874.1,173674.9,51.443543,0.083216
3494,Bexley,544906.3,173644.3,51.443259,0.083667
3495,Bexley,544954.9,173602.6,51.442872,0.084348
3496,Bexley,544981.0,173574.3,51.442611,0.084712
3497,Bexley,545000.0,173588.5,51.442734,0.084991
3498,Bexley,545000.1,173588.6,51.442735,0.084992
3499,Bexley,545021.5,173599.7,51.442829,0.085305
3500,Bexley,545019.9,173603.4,51.442863,0.085283
3501,Bexley,545037.4,173613.6,51.44295,0.085539
3502,Bexley,545051.8,173618.8,51.442993,0.085748
3503,Bexley,545090.8,173647.0,51.443236,0.086321
3504,Bexley,545099.8,173648.3,51.443246,0.08645
3505,Bexley,545131.9,173651.3,51.443265,0.086913
3506,Bexley,545164.4,173650.2,51.443246,0.08738
3507,Bexley,545152.2,173685.4,51.443566,0.087219
3508,Bexley,545130.6,173723.7,51.443915,0.086924
3509,Bexley,545121.6,173747.4,51.444131,0.086805
3510,Bexley,545111.5,173777.1,51.4444,0.086671
3511,Bexley,545099.0,173808.3,51.444684,0.086505
3512,Bexley,545090.0,173841.3,51.444983,0.086389
3513,Bexley,545082.4,173877.7,51.445312,0.086294
3514,Bexley,545086.6,173881.5,51.445345,0.086356
3515,Bexley,545100.3,173887.2,51.445392,0.086556
3516,Bexley,545109.9,173889.6,51.445411,0.086695
3517,Bexley,545117.9,173894.4,51.445453,0.086812
3518,Bexley,545123.6,173904.0,51.445537,0.086897
3519,Bexley,545135.2,173912.3,51.445609,0.087068
3520,Bexley,545149.6,173928.0,51.445746,0.087281
3521,Bexley,545154.4,173939.5,51.445848,0.087355
3522,Bexley,545154.1,173950.3,51.445946,0.087355
3523,Bexley,545153.5,173966.3,51.446089,0.087353
3524,Bexley,545165.5,173982.4,51.446231,0.087532
3525,Bexley,545181.2,174004.2,51.446423,0.087767
3526,Bexley,545190.6,174023.0,51.446589,0.08791
3527,Bexley,545196.6,174046.6,51.4468,0.088006
3528,Bexley,545198.1,174079.2,51.447093,0.088041
3529,Bexley,545196.7,174125.2,51.447506,0.088039
3530,Bexley,545185.5,174198.9,51.448171,0.087908
3531,Bexley,545183.3,174226.3,51.448418,0.087888
3532,Bexley,545178.7,174253.3,51.448662,0.087833
3533,Bexley,545146.6,174345.3,51.449497,0.087409
3534,Bexley,545119.3,174396.4,51.449963,0.087037
3535,Bexley,545101.0,174450.2,51.450451,0.086796
3536,Bexley,545102.6,174477.9,51.4507,0.086831
3537,Bexley,545100.3,174507.3,51.450964,0.08681
3538,Bexley,545092.0,174572.3,51.45155,0.086717
3539,Bexley,545086.8,174601.3,51.451812,0.086654
3540,Bexley,545085.9,174609.6,51.451887,0.086644
3541,Bexley,545082.4,174642.8,51.452186,0.086608
3542,Bexley,545079.3,174674.3,51.45247,0.086576
3543,Bexley,545073.1,174726.6,51.452942,0.086508
3544,Bexley,545066.6,174777.2,51.453398,0.086436
3545,Bexley,545062.2,174818.0,51.453766,0.086389
3546,Bexley,545054.1,174881.7,51.45434,0.086299
3547,Bexley,545051.2,174906.2,51.454561,0.086267
3548,Bexley,545049.2,174922.3,51.454706,0.086245
3549,Bexley,545044.8,174937.7,51.454846,0.086188
3550,Bexley,545037.0,174961.6,51.455063,0.086085
3551,Bexley,545034.5,174983.1,51.455256,0.086058
3552,Bexley,545034.1,174999.2,51.455401,0.086059
3553,Bexley,545031.7,175014.9,51.455543,0.086031
3554,Bexley,545030.8,175023.4,51.45562,0.086022
3555,Bexley,545029.1,175041.2,51.45578,0.086004
3556,Bexley,545015.2,175087.1,51.456196,0.085823
3557,Bexley,545004.1,175126.3,51.456551,0.08568
3558,Bexley,545004.1,175136.8,51.456645,0.085684
3559,Bexley,544955.1,175153.8,51.456811,0.084986
3560,Bexley,544879.0,175179.9,51.457065,0.083902
3561,Bexley,544815.3,175204.1,51.457298,0.082996
3562,Bexley,544759.7,175227.6,51.457524,0.082206
3563,Bexley,544704.3,175253.9,51.457774,0.08142
3564,Bexley,544665.2,175278.3,51.458003,0.080867
3565,Bexley,544659.0,175282.9,51.458046,0.08078
3566,Bexley,544633.5,175302.2,51.458226,0.080421
3567,Bexley,544585.8,175345.0,51.458623,0.079753
3568,Bexley,544576.2,175337.8,51.458561,0.079612
3569,Bexley,544568.3,175346.4,51.45864,0.079501
3570,Bexley,544519.9,175398.9,51.459124,0.078827
3571,Bexley,544508.4,175414.4,51.459266,0.078668
3572,Bexley,544506.2,175417.3,51.459293,0.078637
3573,Bexley,544558.1,175429.8,51.459392,0.079389
3574,Bexley,544657.3,175453.0,51.459575,0.080825
3575,Bexley,544799.1,175485.9,51.459835,0.082878
3576,Bexley,544782.9,175512.0,51.460073,0.082656
3577,Bexley,544769.8,175541.7,51.460344,0.08248
3578,Bexley,544764.4,175561.0,51.460518,0.08241
3579,Bexley,544757.0,175581.0,51.4607,0.082312
3580,Bexley,544754.1,175591.5,51.460795,0.082274
3581,Bexley,544751.7,175603.4,51.460903,0.082245
3582,Bexley,544750.5,175612.4,51.460984,0.082231
3583,Bexley,544749.9,175624.9,51.461096,0.082227
3584,Bexley,544749.6,175634.7,51.461184,0.082227
3585,Bexley,544751.0,175674.9,51.461545,0.082264
3586,Bexley,544751.0,175681.7,51.461606,0.082266
3587,Bexley,544750.9,175716.6,51.46192,0.082279
3588,Bexley,544752.0,175747.4,51.462196,0.082308
3589,Bexley,544755.6,175786.0,51.462542,0.082375
3590,Bexley,544757.8,175797.7,51.462647,0.082412
3591,Bexley,544765.0,175835.8,51.462987,0.082531
3592,Bexley,544769.1,175866.6,51.463263,0.082602
3593,Bexley,544769.9,175905.6,51.463613,0.08263
3594,Bexley,544765.9,175936.6,51.463893,0.082585
3595,Bexley,544757.1,175962.9,51.464131,0.082469
3596,Bexley,544736.0,176019.6,51.464646,0.082189
3597,Bexley,544734.8,176029.6,51.464737,0.082176
3598,Bexley,544731.5,176071.5,51.465114,0.082145
3599,Bexley,544733.5,176136.5,51.465697,0.082201
3600,Bexley,544732.6,176177.0,51.466062,0.082204
3601,Bexley,544730.5,176215.9,51.466412,0.08219
3602,Bexley,544732.4,176229.2,51.466531,0.082223
3603,Bexley,544735.7,176238.0,51.466609,0.082274
3604,Bexley,544737.1,176241.6,51.466641,0.082296
3605,Bexley,544801.7,176225.4,51.466479,0.083218
3606,Bexley,544822.8,176276.9,51.466936,0.083543
3607,Bexley,544851.1,176345.5,51.467545,0.083978
3608,Bexley,544874.3,176399.1,51.468021,0.084334
3609,Bexley,544887.1,176433.3,51.468325,0.084532
3610,Bexley,544904.2,176479.0,51.468731,0.084797
3611,Bexley,544925.8,176477.2,51.46871,0.085107
3612,Bexley,544930.4,176486.9,51.468796,0.085177
3613,Bexley,544948.1,176520.2,51.46909,0.085445
3614,Bexley,544969.1,176558.9,51.469433,0.085763
3615,Bexley,544986.5,176571.7,51.469543,0.086019
3616,Bexley,545008.7,176587.2,51.469677,0.086344
3617,Bexley,545026.7,176601.2,51.469798,0.086609
3618,Bexley,545053.5,176619.2,51.469953,0.087002
3619,Bexley,545071.8,176626.5,51.470014,0.087268
3620,Bexley,545094.4,176634.8,51.470083,0.087597
3621,Bexley,545129.1,176649.4,51.470205,0.088102
3622,Bexley,545162.7,176663.1,51.470319,0.088591
3623,Bexley,545183.7,176671.6,51.47039,0.088897
3624,Bexley,545194.1,176675.0,51.470418,0.089048
3625,Bexley,545227.6,176708.8,51.470713,0.089544
3626,Bexley,545247.1,176726.2,51.470865,0.089831
3627,Bexley,545265.4,176746.9,51.471046,0.090103
3628,Bexley,545294.4,176777.7,51.471315,0.090533
3629,Bexley,545317.5,176802.7,51.471534,0.090876
3630,Bexley,545338.3,176825.3,51.471732,0.091184
3631,Bexley,545332.8,176832.3,51.471796,0.091108
3632,Bexley,545331.9,176836.2,51.471831,0.091097
3633,Bexley,545338.6,176843.9,51.471899,0.091196
3634,Bexley,545340.1,176850.6,51.471959,0.091221
3635,Bexley,545344.1,176853.0,51.471979,0.091279
3636,Bexley,545345.3,176857.6,51.47202,0.091298
3637,Bexley,545342.8,176862.2,51.472062,0.091264
3638,Bexley,545352.0,176866.7,51.4721,0.091398
3639,Bexley,545361.7,176876.5,51.472186,0.091542
3640,Bexley,545375.5,176886.2,51.472269,0.091745
3641,Bexley,545383.4,176892.9,51.472328,0.091861
3642,Bexley,545388.6,176893.8,51.472334,0.091936
3643,Bexley,545391.0,176898.4,51.472375,0.091973
3644,Bexley,545402.3,176907.0,51.472449,0.092139
3645,Bexley,545425.8,176917.9,51.472541,0.092481
3646,Bexley,545440.1,176928.3,51.472631,0.092691
3647,Bexley,545450.1,176939.6,51.47273,0.09284
3648,Bexley,545472.4,176964.9,51.472952,0.093171
3649,Bexley,545501.1,176979.2,51.473073,0.09359
3650,Bexley,545518.7,176986.8,51.473137,0.093846
3651,Bexley,545529.1,176991.4,51.473175,0.093998
3652,Bexley,545543.7,176997.8,51.473229,0.09421
3653,Bexley,545561.7,177003.3,51.473274,0.094472
3654,Bexley,545573.9,177003.0,51.473268,0.094647
3655,Bexley,545598.9,177005.7,51.473286,0.095008
3656,Bexley,545623.0,177005.1,51.473274,0.095354
3657,Bexley,545644.6,177003.0,51.47325,0.095664
4568,Brent,525201.0,182512.6,51.527654,-0.196569
4569,Brent,525181.5,182521.1,51.527735,-0.196847
4570,Brent,525181.2,182534.5,51.527855,-0.196846
4571,Brent,525175.1,182542.2,51.527926,-0.196931
4572,Brent,525168.8,182544.1,51.527944,-0.197021
4573,Brent,525161.3,182544.3,51.527948,-0.197129
4574,Brent,525157.6,182543.6,51.527942,-0.197183
4575,Brent,525153.0,182542.1,51.52793,-0.19725
4576,Brent,525135.8,182533.1,51.527853,-0.197501
4577,Brent,525115.0,182537.9,51.5279,-0.197799
4578,Brent,525103.2,182589.7,51.528368,-0.19795
4579,Brent,525093.9,182617.0,51.528616,-0.198075
4580,Brent,525099.1,182629.4,51.528726,-0.197995
4581,Brent,525100.5,182634.2,51.528769,-0.197974
4582,Brent,525101.6,182643.2,51.52885,-0.197955
4583,Brent,525099.9,182661.8,51.529017,-0.197972
4584,Brent,525097.6,182672.3,51.529112,-0.198002
4585,Brent,525097.4,182677.8,51.529161,-0.198003
4586,Brent,525101.5,182728.2,51.529613,-0.197926
4587,Brent,525099.6,182764.0,51.529936,-0.19794
4588,Brent,525096.8,182779.7,51.530077,-0.197975
4589,Brent,525095.4,182784.4,51.53012,-0.197994
4590,Brent,525079.3,182812.0,51.530371,-0.198216
4591,Brent,525073.4,182820.0,51.530445,-0.198298
4592,Brent,525052.2,182843.6,51.530661,-0.198595
4593,Brent,525045.7,182851.8,51.530737,-0.198686
4594,Brent,525039.9,182858.0,51.530794,-0.198767
4595,Brent,525033.4,182864.7,51.530855,-0.198859
4596,Brent,525022.1,182873.4,51.530936,-0.199018
4597,Brent,525011.1,182879.5,51.530993,-0.199175
4598,Brent,525000.1,182889.8,51.531088,-0.19933
4599,Brent,525000.0,182889.9,51.531089,-0.199331
4600,Brent,524994.2,182896.6,51.531151,-0.199412
4601,Brent,524983.5,182906.0,51.531237,-0.199563
4602,Brent,524963.7,182919.0,51.531359,-0.199844
4603,Brent,524921.0,182946.8,51.531618,-0.200449
4604,Brent,524905.1,182955.2,51.531697,-0.200675
4605,Brent,524889.0,182966.7,51.531804,-0.200903
4606,Brent,524881.6,182972.6,51.531859,-0.201008
4607,Brent,524874.5,182977.9,51.531908,-0.201108
4608,Brent,524861.0,182992.8,51.532045,-0.201297
4609,Brent,524853.6,183004.9,51.532155,-0.2014
4610,Brent,524851.0,183012.0,51.532219,-0.201435
4611,Brent,524847.9,183021.0,51.532301,-0.201476
4612,Brent,524842.5,183031.3,51.532395,-0.20155
4613,Brent,524832.4,183049.4,51.53256,-0.201689
4614,Brent,524819.3,183049.8,51.532566,-0.201878
4615,Brent,524808.3,183053.3,51.5326,-0.202035
4616,Brent,524790.3,183061.3,51.532676,-0.202292
4617,Brent,524768.5,183072.5,51.532781,-0.202602
4618,Brent,524751.1,183080.7,51.532859,-0.20285
4619,Brent,524741.1,183085.3,51.532902,-0.202992
4620,Brent,524735.5,183084.5,51.532896,-0.203073
4621,Brent,524722.2,183082.4,51.53288,-0.203266
4622,Brent,524699.1,183082.4,51.532886,-0.203598
4623,Brent,524667.2,183084.9,51.532915,-0.204057
4624,Brent,524629.2,183087.0,51.532942,-0.204604
4625,Brent,524580.2,183087.4,51.532957,-0.20531
4626,Brent,524564.9,183086.3,51.53295,-0.205531
4627,Brent,524541.5,183083.1,51.532927,-0.205869
4628,Brent,524514.5,183079.2,51.532898,-0.20626
4629,Brent,524490.4,183074.2,51.532858,-0.206609
4630,Brent,524477.3,183073.2,51.532852,-0.206798
4631,Brent,524456.0,183071.4,51.53284,-0.207105
4632,Brent,524440.0,183070.7,51.532838,-0.207336
4633,Brent,524418.4,183068.2,51.53282,-0.207648
4634,Brent,524397.8,183062.9,51.532777,-0.207947
4635,Brent,524347.2,183045.9,51.532635,-0.208682
4636,Brent,524328.2,183037.7,51.532566,-0.208959
4637,Brent,524302.3,183026.7,51.532472,-0.209336
4638,Brent,524278.2,183015.0,51.532373,-0.209687
4639,Brent,524249.8,182999.7,51.532241,-0.210102
4640,Brent,524244.1,182996.4,51.532213,-0.210185
4641,Brent,524199.1,182972.9,51.532012,-0.210842
4642,Brent,524184.7,182966.7,51.531959,-0.211051
4643,Brent,524160.5,182960.1,51.531905,-0.211402
4644,Brent,524137.6,182952.5,51.531842,-0.211735
4645,Brent,524101.4,182948.2,51.531811,-0.212258
4646,Brent,524073.4,182945.7,51.531795,-0.212663
4647,Brent,524062.7,182944.7,51.531788,-0.212817
4648,Brent,524045.7,182942.9,51.531776,-0.213063
4649,Brent,524031.5,182941.5,51.531766,-0.213268
4650,Brent,524006.4,182932.6,51.531692,-0.213633
4651,Brent,523993.5,182928.0,51.531653,-0.21382
4652,Brent,523977.9,182923.1,51.531613,-0.214047
4653,Brent,523968.3,182920.6,51.531592,-0.214186
4654,Brent,523933.2,182911.5,51.531518,-0.214695
4655,Brent,523898.0,182896.3,51.531389,-0.215207
4656,Brent,523893.8,182893.4,51.531364,-0.215269
4657,Brent,523891.3,182891.0,51.531343,-0.215306
4658,Brent,523889.8,182888.7,51.531323,-0.215328
4659,Brent,523888.3,182885.1,51.531291,-0.215351
4660,Brent,523887.6,182880.3,51.531248,-0.215363
4661,Brent,523887.9,182874.6,51.531197,-0.21536
4662,Brent,523890.7,182861.3,51.531076,-0.215325
4663,Brent,523893.2,182851.2,51.530985,-0.215292
4664,Brent,523903.0,182804.5,51.530563,-0.215168
4665,Brent,523907.9,182785.9,51.530395,-0.215103
4666,Brent,523908.5,182779.6,51.530338,-0.215097
4667,Brent,523908.2,182770.7,51.530258,-0.215104
4668,Brent,523906.7,182761.1,51.530172,-0.215129
4669,Brent,523903.6,182749.9,51.530072,-0.215178
4670,Brent,523900.3,182741.0,51.529993,-0.215229
4671,Brent,523897.9,182736.2,51.529951,-0.215265
4672,Brent,523894.6,182731.8,51.529912,-0.215314
4673,Brent,523890.4,182728.0,51.529878,-0.215376
4674,Brent,523883.9,182724.0,51.529844,-0.215471
4675,Brent,523877.7,182718.7,51.529798,-0.215562
4676,Brent,523869.1,182715.8,51.529773,-0.215687
4677,Brent,523858.1,182711.2,51.529735,-0.215847
4678,Brent,523855.6,182710.1,51.529725,-0.215884
4679,Brent,523851.6,182691.7,51.529561,-0.215948
4680,Brent,523846.0,182657.7,51.529256,-0.21604
4681,Brent,523844.0,182637.2,51.529073,-0.216076
4682,Brent,523843.7,182615.1,51.528874,-0.216089
4683,Brent,523850.4,182510.0,51.527928,-0.216029
4684,Brent,523824.8,182526.6,51.528083,-0.216392
4685,Brent,523805.4,182539.4,51.528202,-0.216667
4686,Brent,523777.2,182556.8,51.528365,-0.217067
4687,Brent,523758.6,182566.4,51.528455,-0.217332
4688,Brent,523713.2,182585.9,51.52864,-0.217979
4689,Brent,523693.5,182593.3,51.528711,-0.21826
4690,Brent,523661.9,182602.4,51.5288,-0.218712
4691,Brent,523637.8,182607.7,51.528853,-0.219058
4692,Brent,523605.7,182616.1,51.528935,-0.219517
4693,Brent,523522.1,182636.7,51.529139,-0.220715
4694,Brent,523501.8,182641.4,51.529185,-0.221006
4695,Brent,523465.4,182650.9,51.529279,-0.221527
4696,Brent,523439.0,182660.1,51.529367,-0.221904
4697,Brent,523411.4,182674.1,51.529499,-0.222297
4698,Brent,523385.2,182688.6,51.529635,-0.222669
4699,Brent,523374.6,182693.8,51.529684,-0.22282
4700,Brent,523355.8,182703.4,51.529774,-0.223087
4701,Brent,523334.7,182712.8,51.529863,-0.223388
4702,Brent,523317.5,182719.2,51.529925,-0.223634
4703,Brent,523305.6,182723.2,51.529963,-0.223804
4704,Brent,523271.2,182731.1,51.530042,-0.224297
4705,Brent,523250.0,182735.1,51.530082,-0.224601
4706,Brent,523221.0,182740.3,51.530135,-0.225017
4707,Brent,523191.1,182743.3,51.530169,-0.225447
4708,Brent,523190.3,182728.7,51.530038,-0.225463
4709,Brent,523190.2,182726.7,51.53002,-0.225465
4710,Brent,523139.3,182722.2,51.52999,-0.2262
4711,Brent,523103.5,182720.2,51.52998,-0.226717
4712,Brent,523036.5,182711.6,51.529918,-0.227685
4713,Brent,523036.8,182712.7,51.529927,-0.227681
4714,Brent,523042.6,182738.3,51.530156,-0.227588
4715,Brent,523042.4,182738.3,51.530156,-0.227591
4716,Brent,523033.5,182739.2,51.530166,-0.227719
4717,Brent,523024.6,182740.5,51.53018,-0.227847
4718,Brent,523013.2,182743.3,51.530208,-0.22801
4719,Brent,523002.4,182746.6,51.53024,-0.228164
4720,Brent,522987.8,182753.0,51.5303,-0.228373
4721,Brent,522978.6,182758.6,51.530353,-0.228503
4722,Brent,522963.5,182771.0,51.530467,-0.228716
4723,Brent,522957.0,182765.4,51.530418,-0.228812
4724,Brent,522930.0,182773.7,51.530499,-0.229198
4725,Brent,522913.9,182778.3,51.530544,-0.229429
4726,Brent,522879.5,182793.5,51.530688,-0.229919
4727,Brent,522868.4,182798.0,51.530731,-0.230077
4728,Brent,522840.9,182809.1,51.530836,-0.23047
4729,Brent,522821.9,182811.9,51.530866,-0.230742
4730,Brent,522796.9,182824.9,51.530988,-0.231098
4731,Brent,522776.1,182835.6,51.531089,-0.231394
4732,Brent,522760.6,182845.2,51.531178,-0.231614
4733,Brent,522708.3,182881.9,51.531519,-0.232355
4734,Brent,522666.3,182913.4,51.531812,-0.232949
4735,Brent,522644.7,182934.4,51.532005,-0.233253
4736,Brent,522601.7,182970.8,51.532342,-0.23386
4737,Brent,522578.4,182991.3,51.532531,-0.234189
4738,Brent,522576.3,182992.8,51.532545,-0.234218
4739,Brent,522561.8,183002.7,51.532637,-0.234424
4740,Brent,522547.7,182997.7,51.532595,-0.234629
4741,Brent,522516.1,182985.6,51.532493,-0.235088
4742,Brent,522515.0,182985.3,51.532491,-0.235104
4743,Brent,522495.5,182978.9,51.532437,-0.235388
4744,Brent,522491.0,182977.4,51.532425,-0.235453
4745,Brent,522419.9,182953.3,51.532224,-0.236486
4746,Brent,522398.3,182945.2,51.532156,-0.2368
4747,Brent,522360.5,182929.0,51.532018,-0.23735
4748,Brent,522276.1,182920.5,51.53196,-0.238569
4749,Brent,522228.7,182920.9,51.531974,-0.239252
4750,Brent,522212.1,182920.4,51.531973,-0.239491
4751,Brent,522167.9,182917.3,51.531955,-0.240129
4752,Brent,522142.3,182913.8,51.531929,-0.2405
4753,Brent,522112.2,182907.4,51.531878,-0.240935
4754,Brent,522100.7,182905.4,51.531862,-0.241102
4755,Brent,522031.4,182897.4,51.531805,-0.242103
4756,Brent,521953.3,182892.6,51.531779,-0.24323
4757,Brent,521939.5,182892.9,51.531785,-0.243429
4758,Brent,521933.6,182893.9,51.531795,-0.243514
4759,Brent,521924.1,182897.2,51.531827,-0.243649
4760,Brent,521904.1,182907.1,51.53192,-0.243934
4761,Brent,521864.1,182924.8,51.532088,-0.244504
4762,Brent,521846.3,182933.6,51.532171,-0.244758
4763,Brent,521756.3,182982.3,51.532628,-0.246038
4764,Brent,521743.9,182989.8,51.532698,-0.246214
4765,Brent,521737.0,182995.7,51.532752,-0.246311
4766,Brent,521731.1,183000.8,51.532799,-0.246395
4767,Brent,521722.1,183009.7,51.532881,-0.246521
4768,Brent,521703.7,183036.7,51.533128,-0.246777
4769,Brent,521679.2,183068.9,51.533423,-0.247119
4770,Brent,521676.9,183070.8,51.53344,-0.247151
4771,Brent,521676.4,183071.1,51.533443,-0.247159
4772,Brent,521671.6,183074.1,51.533471,-0.247227
4773,Brent,521662.3,183078.7,51.533514,-0.247359
4774,Brent,521641.5,183087.1,51.533594,-0.247656
4775,Brent,521616.0,183094.9,51.53367,-0.248021
4776,Brent,521545.9,183114.6,51.533862,-0.249024
4777,Brent,521423.7,183147.4,51.534183,-0.250774
4778,Brent,521413.5,183117.0,51.533912,-0.250931
4779,Brent,521408.3,183115.8,51.533902,-0.251007
4780,Brent,521399.0,183114.8,51.533895,-0.251141
4781,Brent,521391.1,183114.8,51.533897,-0.251255
4782,Brent,521384.0,183115.4,51.533904,-0.251357
4783,Brent,521377.1,183116.7,51.533917,-0.251456
4784,Brent,521369.4,183118.9,51.533939,-0.251566
4785,Brent,521353.0,183125.6,51.534002,-0.2518
4786,Brent,521351.8,183126.2,51.534008,-0.251817
4787,Brent,521336.8,183135.2,51.534092,-0.25203
4788,Brent,521332.7,183137.3,51.534112,-0.252089
4789,Brent,521327.3,183139.0,51.534128,-0.252166
4790,Brent,521315.1,183140.3,51.534143,-0.252341
4791,Brent,521279.1,183137.8,51.534128,-0.252861
4792,Brent,521197.6,183130.5,51.53408,-0.254038
4793,Brent,521112.2,183121.8,51.53402,-0.255271
4794,Brent,521084.7,183117.3,51.533985,-0.255669
4795,Brent,521058.4,183113.0,51.533952,-0.25605
4796,Brent,521051.0,183156.0,51.53434,-0.256141
4797,Brent,521050.1,183161.6,51.534391,-0.256153
4798,Brent,521049.0,183167.2,51.534441,-0.256166
4799,Brent,521047.7,183172.7,51.534491,-0.256183
4800,Brent,521046.3,183178.2,51.534541,-0.256202
4801,Brent,521044.9,183183.6,51.53459,-0.25622
4802,Brent,521043.3,183189.1,51.534639,-0.256241
4803,Brent,521041.6,183194.5,51.534688,-0.256264
4804,Brent,521039.5,183199.7,51.534735,-0.256292
4805,Brent,521038.8,183201.1,51.534748,-0.256302
4806,Brent,521037.5,183203.3,51.534768,-0.25632
4807,Brent,521036.2,183205.5,51.534788,-0.256338
4808,Brent,521034.7,183207.7,51.534808,-0.256359
4809,Brent,521033.3,183209.9,51.534828,-0.256378
4810,Brent,521032.0,183212.2,51.534849,-0.256396
4811,Brent,521031.8,183212.6,51.534853,-0.256399
4812,Brent,521030.7,183215.0,51.534875,-0.256414
4813,Brent,521029.6,183217.4,51.534897,-0.256429
4814,Brent,521028.6,183219.9,51.534919,-0.256442
4815,Brent,521027.9,183221.7,51.534936,-0.256452
4816,Brent,521022.1,183223.9,51.534957,-0.256535
4817,Brent,520974.2,183242.0,51.53513,-0.257219
4818,Brent,520963.7,183247.6,51.535182,-0.257368
4819,Brent,520932.7,183264.1,51.535337,-0.257809
4820,Brent,520916.7,183250.3,51.535217,-0.258044
4821,Brent,520912.5,183247.8,51.535195,-0.258106
4822,Brent,520888.6,183233.6,51.535072,-0.258455
4823,Brent,520805.8,183191.8,51.534714,-0.259663
4824,Brent,520773.8,183177.1,51.534589,-0.260129
4825,Brent,520760.9,183166.8,51.534499,-0.260318
4826,Brent,520752.8,183170.5,51.534534,-0.260434
4827,Brent,520745.5,183151.1,51.534362,-0.260545
4828,Brent,520740.1,183144.6,51.534304,-0.260626
4829,Brent,520699.2,183102.3,51.533933,-0.261229
4830,Brent,520641.9,183044.5,51.533426,-0.262075
4831,Brent,520585.4,182988.4,51.532934,-0.262908
4832,Brent,520553.5,182959.1,51.532677,-0.263378
4833,Brent,520519.9,182937.4,51.532489,-0.26387
